SEX,EDUCATION,MARRIAGE,PAY,BILL_AMT,PAY_AMT,age_disc,limit_bal_disc_8,default payment next month
2,1,1,-0.833333333,1404.166667,1530.166667,2,3,0
1,3,2,0.5,19228.66667,963.3333333,0,0,0
1,2,2,2,75427.33333,3213.333333,0,0,0
2,1,1,-2,102.6666667,0,2,0,0
2,2,1,0,16283.16667,763,1,0,0
2,2,1,0.333333333,18920,1027.833333,3,0,0
2,3,1,-2,0,0,2,1,0
1,4,2,0,168258.1667,17704,0,1,0
1,2,2,0.666666667,263952.1667,9979,0,2,1
2,2,2,-1.666666667,257.8333333,0,1,1,0
2,3,2,0,76163.33333,2927.833333,2,0,0
2,2,2,0.333333333,53485.33333,2166.666667,0,0,1
2,2,3,0,66443.66667,3066.5,0,0,0
2,3,2,0,83069.33333,3007.333333,0,0,0
1,1,2,1.333333333,77633.5,3351,1,0,1
2,2,1,-0.833333333,1744.666667,1666.833333,1,2,0
2,1,1,-1.5,29150.83333,15804.83333,1,1,0
1,2,2,-0.166666667,59822,19348,0,1,0
1,3,1,0.5,7612.666667,594.3333333,3,0,1
2,1,2,-2,136.6666667,136.6666667,1,1,0
1,2,2,0,19400.16667,972,0,0,1
1,2,1,0.333333333,8495.5,806.3333333,1,0,0
2,3,1,1,23652.66667,2075.333333,2,0,0
1,2,1,-2,-173,0,2,2,0
2,1,1,-1,5436.833333,4893.166667,1,1,0
1,1,1,-0.5,2608.833333,1446.833333,1,1,0
1,2,2,-0.166666667,7782.5,2233.5,1,0,0
1,1,2,-0.333333333,32330.83333,17878.33333,1,2,0
1,2,1,0.5,19543.66667,559.8333333,1,0,1
2,1,1,0,37044.5,1530.5,0,0,0
1,3,1,0,70844,2410.666667,2,0,0
1,3,1,0.333333333,41076.66667,1966.666667,2,0,0
2,1,2,0,47608.66667,2085.666667,0,0,0
1,2,2,0,12538,666.6666667,0,0,0
2,3,1,1.333333333,17492.66667,866.6666667,0,0,1
1,1,2,2,8041.833333,707.1666667,0,0,1
1,2,1,1.333333333,31119.16667,1133.333333,2,0,1
2,2,1,-0.833333333,737.6666667,332.3333333,0,0,0
1,1,2,0,97723.33333,3467.166667,0,0,1
1,2,2,-0.5,1674.333333,1130.333333,1,0,0
1,5,1,-1.166666667,29421.83333,8124.333333,0,0,0
2,1,2,-1.166666667,91.66666667,91.66666667,0,1,1
1,1,1,0,20509.5,1550,1,0,0
2,3,1,0,31250.66667,864,1,0,0
2,1,1,0,133260.3333,5341.5,1,2,0
2,1,2,2,300,0,0,0,1
1,2,2,0,30659.66667,1527.833333,0,0,0
2,2,1,0,2173.666667,1682,2,3,0
1,2,2,0.666666667,11619.5,923.8333333,2,0,0
2,2,1,0,124190.1667,5185.166667,2,1,0
1,1,2,-0.833333333,11490.66667,15426,1,2,0
2,1,2,-1.5,0,0,0,3,0
2,2,2,-1.5,0,0,0,0,0
2,3,2,0,22137.83333,4454,0,1,0
2,3,2,0,64795,2070,0,1,0
2,2,2,0.333333333,20871.83333,2125,0,0,0
1,1,3,0.333333333,10682.83333,1413.666667,3,2,1
2,3,2,0,18429.83333,5833.333333,2,0,0
1,1,2,0,29101,3833.333333,0,0,0
2,1,1,-0.5,1946.5,1609.833333,1,0,0
1,1,2,0,57176.33333,1827.333333,0,0,0
1,2,1,0.5,18264,785,2,0,1
1,3,2,-1,4429.5,4595.333333,1,1,0
2,3,1,-0.833333333,11893.16667,8031.5,2,1,0
1,1,1,0,21355.16667,2500.833333,2,3,0
1,1,1,2,100899,4000,1,0,1
1,1,2,0,306727.1667,12390,1,2,0
1,2,2,-0.833333333,819.1666667,634.3333333,0,0,0
1,3,1,-0.666666667,240,460,3,0,0
1,1,2,-1,316,316,1,1,0
1,5,2,-0.333333333,24029,719.1666667,1,0,0
1,1,2,-2,0,0,1,2,1
2,3,1,-1.5,4310.5,4494,2,1,0
2,1,2,-2,58302.66667,1850,0,0,0
1,2,1,-2,535.1666667,260,2,0,0
2,3,2,-1,2820.166667,2732.166667,0,0,0
1,2,1,-1,-473.1666667,176.8333333,2,0,0
1,3,2,0.666666667,16388,1294,0,0,1
2,1,2,-1,6184.333333,7181,1,1,0
1,1,2,-0.5,16722.16667,16722,1,3,0
2,1,2,-0.666666667,134,2326,1,1,1
2,3,1,-0.333333333,23517.5,6942.333333,3,0,0
2,1,1,0.666666667,98775.83333,4803.333333,1,0,0
1,1,1,-0.166666667,99596.16667,32182,2,2,0
1,3,1,1.333333333,40045.66667,5545.666667,2,0,1
2,2,2,0,37815.5,1144,0,0,0
2,1,2,-1.666666667,828.3333333,0,1,1,0
1,3,2,0.333333333,75585.83333,3216.666667,0,1,0
2,2,2,0.333333333,74660.5,5959.666667,0,0,0
2,2,2,0.333333333,6037.166667,650.3333333,0,0,0
2,3,2,0.333333333,58054.33333,6880.5,0,0,0
1,1,2,0,101965.5,10583.33333,0,2,0
2,2,2,-0.166666667,5556.166667,166.6666667,1,0,1
2,2,2,0,81137.16667,5000,0,1,0
2,3,2,0,138437.8333,5959.5,3,1,0
1,1,2,0,40517.33333,1326.833333,3,0,0
1,2,1,-1,1443,1443,1,1,0
1,1,2,-0.666666667,4145.5,2604.666667,0,2,0
2,2,2,1.833333333,27616.83333,1827.666667,1,0,0
2,2,2,-0.5,12234.66667,9004,1,1,0
2,2,2,0,32641.5,7812.666667,1,3,0
1,2,2,0,48538,2383.333333,1,0,0
1,2,2,2.166666667,65710.16667,2783.333333,0,0,1
1,3,2,-0.166666667,21566.16667,1056.833333,0,0,0
2,2,1,-1,341,341,0,2,0
2,2,1,0,16257,7753.333333,2,1,0
1,1,2,-1,10591.83333,8709.833333,0,1,0
2,3,1,0,16847.66667,928.6666667,2,0,0
2,3,1,-0.666666667,9527.833333,6318.666667,3,1,0
1,1,1,0,32710.66667,1510,2,0,0
2,1,2,-1.166666667,92,71.33333333,1,2,0
2,1,2,0.5,118213.3333,3339,0,1,0
2,3,1,2,28244.33333,1200,1,0,1
2,2,1,2,20124.33333,1300,1,0,1
1,2,1,0,21805,944.6666667,3,0,0
2,2,1,-0.833333333,9102.5,11073.5,0,1,0
1,2,2,0,11817.83333,744,0,0,1
2,1,2,0.333333333,23343.66667,1209.166667,0,2,1
2,1,2,0,57191.33333,2393,0,0,0
2,2,2,0.333333333,16071.33333,976,2,0,1
1,1,1,-0.833333333,40631,52341.66667,2,3,0
1,2,1,-1.666666667,1222.333333,1420.5,1,2,0
1,1,2,-1,-905,1420,0,1,0
1,1,2,5.333333333,2400,0,2,1,0
2,1,2,0,44456.83333,25403.16667,0,3,0
1,1,1,-0.833333333,11296.33333,7067.333333,1,2,0
1,1,1,-0.666666667,943.3333333,680,1,1,1
1,2,2,-0.166666667,42322.16667,1138.833333,2,0,0
1,2,2,2,49845.33333,1683.333333,0,0,0
2,3,2,-0.166666667,5040.666667,2845.166667,1,2,0
2,2,2,0,61959.66667,3295.5,0,0,0
1,3,1,-2,7370,1020,2,0,0
2,2,2,0.333333333,196245.3333,8283.333333,1,1,0
2,1,2,-0.666666667,41535.66667,15807.33333,1,3,0
2,2,2,0,64690,2750,0,0,0
1,2,2,0,344684.8333,12014.16667,0,3,0
1,2,2,1,167229.6667,4820.666667,1,2,1
1,3,2,-0.666666667,8499.333333,9861.666667,1,0,0
2,2,2,0,58515,2900,0,0,0
2,2,2,0,188182.1667,8500,1,1,0
2,3,2,0,65900.83333,5116.666667,2,0,0
1,1,1,-2,0,0,2,1,0
2,3,2,0,180639.6667,6783.333333,2,2,0
2,1,2,1.666666667,44.83333333,0,0,0,0
1,1,2,-2,884.1666667,639,1,2,1
2,3,2,0,120279.5,5559.333333,1,1,0
1,3,2,2.166666667,17587.66667,1250,0,0,1
2,2,2,0,12601.66667,2511.166667,0,0,0
1,2,1,1.833333333,16952,916.6666667,1,0,1
2,2,1,0,64622.5,1908.166667,1,0,0
1,3,2,-2,0,0,0,0,0
1,2,2,1.833333333,127712.3333,3960.5,0,0,1
2,1,2,-0.666666667,4069.166667,1245.333333,1,2,0
2,2,2,-0.666666667,455,260,0,0,0
2,2,1,0,10133,792,1,0,0
2,1,2,-1,2335.5,2254.666667,0,0,0
2,2,1,-1.166666667,363.6666667,392,1,1,0
1,1,2,0.666666667,44074.33333,2367.166667,0,0,0
2,3,1,1.666666667,46356.33333,2316.666667,2,0,1
1,2,2,0,90908,3175.333333,2,1,1
1,3,2,-2,386.1666667,294.8333333,0,4,0
2,2,2,-0.666666667,20469.33333,11867.5,0,0,0
2,1,1,-1,1701.166667,1538.333333,3,1,0
2,2,1,0,32658.83333,1346.5,3,0,0
2,2,2,-0.166666667,16597.5,4192.666667,0,0,0
2,2,1,-0.166666667,414,515.6666667,0,2,0
2,1,2,1.333333333,8803.833333,833.3333333,0,0,0
2,1,2,0.833333333,121165.8333,3716,0,1,0
1,2,2,0,245552,8895,0,2,0
2,2,1,-0.833333333,972.5,573,1,2,0
2,2,1,0.666666667,48116.83333,2193.666667,1,0,1
1,2,2,-1.5,30129,30864.83333,1,2,0
2,1,1,-0.666666667,32216.66667,5583.833333,1,1,0
1,2,2,-0.166666667,69493,14581.16667,0,0,1
2,1,2,-1,8675.666667,47167.5,1,2,0
1,5,1,0,75759,2499.833333,2,1,0
1,1,1,-1.333333333,2108.333333,0,1,0,0
1,1,1,-1,1496.666667,1875.666667,2,1,0
1,2,2,-1,326,326,0,1,1
2,2,2,0,118995.8333,5300,1,0,0
2,3,2,-2,2593.833333,2552.666667,2,2,0
2,1,2,-0.666666667,14538.66667,11970.83333,0,2,0
2,2,2,1.333333333,18628.5,1270.833333,0,0,0
2,2,2,1.666666667,160170.1667,5072.666667,0,1,1
1,1,2,0.333333333,17863.16667,2413,0,0,1
1,2,1,0,41905.33333,1653.833333,2,0,0
2,2,1,-2,934.1666667,608.1666667,1,2,0
1,2,1,0.333333333,27552.16667,1584,1,0,0
2,1,2,0,57178.83333,1841.5,0,0,0
2,3,1,0,22829.5,1156.5,2,0,0
1,1,2,-2,5072.5,12954,1,5,0
1,1,2,0.333333333,26479.33333,1721.833333,0,0,0
1,2,2,0,40417.5,1612.333333,1,0,0
1,2,1,0,36531.16667,1833.5,2,0,0
1,2,2,-0.166666667,25174.33333,14043,0,1,0
1,3,2,-0.333333333,7892.166667,1810.166667,0,0,0
1,2,2,0,11404.16667,482.3333333,0,0,0
1,3,2,0,73438.5,16233.83333,1,0,0
2,2,2,0,43495.66667,2750,3,1,0
1,2,2,0,80692.5,3877.5,2,0,0
2,3,1,0.333333333,43260.5,1744,1,0,0
2,3,2,0.666666667,29987.5,1346,4,0,0
1,1,2,0,123930.5,5039.166667,0,1,0
2,1,2,-1,11621.83333,11820.66667,1,1,0
2,2,2,-1,4513.5,5053.166667,0,0,0
2,1,2,0,73567,3166.666667,0,0,0
2,2,1,-2,79,79,1,2,0
1,1,1,1.333333333,54426.33333,2635.5,1,1,0
1,2,2,0,38197.66667,7939.166667,2,0,0
1,3,2,0,63194.5,6015.333333,0,0,0
2,1,2,0,157876.8333,6600,0,1,0
2,3,1,-0.666666667,2521.166667,2342,2,1,1
2,2,1,0,110592,4260.166667,0,2,0
1,2,1,3.833333333,349297.8333,18688.5,1,2,0
2,1,2,-1.166666667,3462,1821.166667,0,0,1
1,2,2,0,62417,39974.66667,2,1,0
1,1,1,2,31145.33333,1150,2,0,1
2,1,1,-2,2998.166667,2047.5,1,3,0
1,1,1,-0.666666667,1448.333333,2617.666667,2,2,0
1,3,1,0,89736.16667,2912.166667,2,1,0
2,3,2,0.833333333,47642.66667,1548,4,0,1
1,2,2,-0.333333333,33797.5,17810.5,1,1,0
2,2,2,-0.5,1496,1086.166667,1,0,1
2,1,1,0,24868.83333,2003.166667,0,2,0
1,2,2,0,260,195,1,0,0
2,2,1,0,84658.33333,4573,2,0,0
2,1,1,-2,12915.5,10497,1,1,0
1,2,1,0,24086,1235,2,0,0
1,1,1,-1,6383.166667,5612.166667,3,1,0
2,2,2,-0.833333333,8493.333333,3336,2,2,0
2,2,1,0.333333333,70530.83333,4198.333333,1,0,1
2,1,2,-0.166666667,108610.3333,13723.5,0,1,0
1,1,1,-1,2396.666667,2234.166667,2,1,0
1,1,2,1.666666667,23858.83333,1228,1,0,1
2,2,1,-1,316,368.6666667,2,1,0
1,2,2,-1,856,1157.333333,1,0,0
2,1,2,0,30385.33333,3229,0,0,0
2,2,2,0.833333333,31255.5,1407.333333,0,0,1
1,1,1,-0.5,2828.333333,1711.333333,1,2,0
1,1,2,1.333333333,76217,2750,1,0,1
1,2,1,-0.333333333,2284.833333,2269.166667,1,2,0
2,3,1,-0.166666667,49421,28199,1,1,0
1,2,2,0.5,6143.666667,5551.333333,0,0,0
2,2,1,-1.5,0,0,4,1,1
2,2,1,0,84699,3455.833333,0,1,0
1,3,2,0,113469.3333,23660.83333,0,2,0
2,2,2,1,10040,2415.166667,0,0,0
1,2,1,0,77238.83333,3916.666667,1,1,1
1,3,2,0,16027.83333,1166.666667,1,0,0
2,1,2,0,175361,6502.333333,1,2,0
2,1,2,0.333333333,3472.166667,652.3333333,0,0,1
2,2,2,-0.5,3572.833333,3374.5,0,0,1
1,2,2,0,13378.16667,1077,0,0,0
2,1,2,0,44094.83333,1600.333333,0,1,1
2,2,2,1,18391,1433.333333,0,0,0
2,2,1,0.166666667,12349,3257.333333,2,1,0
1,2,2,0,50092.5,4666.666667,1,1,0
2,2,1,0,7759.333333,2250,1,1,0
1,2,2,0,133257.3333,5933.333333,1,1,0
1,1,2,-1.333333333,7575,0,1,0,0
2,1,2,-0.833333333,6916,7220.5,1,1,0
1,1,2,-1,2300.666667,1513.166667,0,2,0
2,2,2,0.333333333,55694.66667,2396.833333,1,0,0
1,3,1,2,78352.83333,3750,2,0,1
1,2,1,0.333333333,74023.5,2283,1,0,0
2,3,1,0,32735.83333,1129.166667,3,0,0
1,1,2,0.833333333,44946,1553.333333,0,0,0
2,1,1,1.166666667,47950.16667,1950,1,0,0
2,2,2,0,9533.333333,2787.666667,3,0,0
2,1,1,-1.5,0,0,0,1,0
1,2,1,0,24741.83333,2502,2,0,0
2,3,2,0,15677.66667,1193.833333,0,0,0
1,2,2,2.166666667,29414.5,1516.666667,0,0,0
2,2,1,2,11582,2233.333333,0,0,0
1,3,2,-0.333333333,12054.5,6201.166667,2,0,0
2,3,1,-1,390,325,2,0,1
1,2,1,-2,432.1666667,432.1666667,2,1,0
1,4,1,-0.5,5045.166667,4797.5,3,3,0
2,1,2,-0.5,4739.5,12246.83333,0,2,1
2,3,2,-2,1274.833333,1157.5,3,1,0
2,2,2,-1,136.6666667,216.1666667,0,0,1
1,1,2,-2,542.6666667,418.1666667,3,1,0
1,2,2,-0.333333333,20313.5,15797.66667,3,1,0
2,2,1,0,62273.33333,2371.666667,0,0,0
1,3,1,2,21129.33333,1781.833333,4,0,1
2,3,1,-2,8573.833333,8582.833333,2,0,0
2,1,2,-2,60885.5,2115.166667,2,1,0
2,1,2,0.666666667,65758,3033.333333,1,0,0
2,2,1,-0.5,67091.66667,16725.66667,2,0,0
2,2,1,-0.333333333,20523.5,16835.33333,0,1,0
2,2,1,2,104740.5,4150,0,1,1
2,2,1,0,18124.16667,1216.666667,3,0,0
2,2,2,-0.166666667,1006.333333,497.1666667,0,1,1
1,1,1,-1,5991,6284.833333,2,2,1
1,2,2,1.833333333,28165,7954.166667,0,0,1
2,2,1,0,17360.66667,6083.333333,2,2,0
2,1,2,-1,17393,15445.66667,1,0,0
2,3,1,0.333333333,54346.16667,3266.666667,2,0,0
2,1,2,-0.333333333,24729,20825,0,1,0
1,1,1,0,14422.5,3178.833333,2,2,1
1,2,2,0,110946.5,6278.5,0,3,0
2,1,2,0,14318,1183.333333,0,0,0
2,2,1,0,27012.16667,2083.333333,2,2,0
1,2,1,0,71368.83333,16005.33333,3,0,1
2,2,2,0,16945.5,2500,0,0,0
2,2,1,0,49492,2718.166667,2,0,0
2,2,2,-1,944.1666667,637.6666667,1,1,0
1,1,1,0.5,58639.66667,2676.166667,2,1,1
2,1,2,0.166666667,17730.16667,8561.333333,0,0,1
1,3,1,1.833333333,38122.5,603.1666667,2,0,1
2,1,2,-1.666666667,42,0,1,2,0
2,1,1,-1.666666667,293.3333333,0,0,1,0
2,1,2,0,98911.5,10111,0,1,0
1,3,1,-0.833333333,16559.66667,26736.5,3,1,0
2,3,2,0.333333333,38329,1817.833333,0,1,0
2,1,2,0,255049.8333,8791.666667,2,2,0
2,1,2,0,27560,1584.166667,0,0,0
2,3,1,0.333333333,40660.33333,2590.166667,2,0,1
2,3,1,0.166666667,368.6666667,263.3333333,2,0,0
1,1,1,-1.833333333,2082.333333,1895.666667,1,2,0
2,2,1,0.666666667,1264,338.3333333,1,0,0
1,3,2,-0.166666667,15931.33333,2000,0,0,1
2,1,2,2,600,0,1,0,1
2,2,2,0,47693.33333,2500,2,0,0
2,2,2,0,36011.66667,1192.666667,0,0,0
1,2,1,0,92776.66667,3716.833333,2,0,0
2,1,2,0,68158.33333,2286.333333,0,0,0
2,2,1,-2,1900.5,1900.5,1,1,0
2,2,1,0.833333333,56206.16667,2004.666667,0,0,0
1,1,2,0,167756.1667,25183.33333,1,2,0
2,1,2,-0.833333333,1586.833333,3111.5,1,1,0
2,1,2,0,31230.83333,1337.833333,0,0,0
1,1,2,2,165805,6539.333333,0,1,1
1,2,2,0,40802,4216.666667,0,3,0
2,3,1,0,31928.83333,9905.666667,2,0,0
2,2,1,0,44564.83333,2061,2,2,0
2,1,2,-1.166666667,358.5,322.6666667,0,1,0
1,1,2,-0.333333333,45660.33333,7916.666667,0,2,0
2,2,1,0,150948.3333,5541.666667,2,1,0
1,1,1,-1,35980.16667,24744.5,2,3,0
2,2,1,0.666666667,112815.3333,4580.833333,1,1,0
2,3,1,-1.5,0,0,2,0,0
1,1,2,-0.333333333,15114.5,4340,2,0,0
1,2,1,0,37746.16667,1529.333333,1,0,0
2,1,2,1.333333333,141307,6600,0,1,1
1,1,1,0,28334.16667,1298,3,0,0
2,2,1,0,210722.3333,44716.66667,2,2,0
1,1,2,0,58526.83333,4666.666667,1,0,0
1,2,2,-0.833333333,5910,3612,1,2,0
2,2,1,-0.333333333,3065.333333,2365.5,1,1,1
2,1,1,-0.5,91972.66667,11164,2,1,0
2,2,2,0,213319.8333,7923.333333,1,2,0
2,2,1,0.5,18258.66667,1002.833333,1,0,0
2,1,2,1,26633.16667,6367.5,0,1,1
2,2,2,2.833333333,475,97.66666667,0,0,1
1,2,2,-1.5,0,0,1,1,0
2,3,2,0,28324.33333,3795.833333,1,0,1
2,1,2,-1.5,0,0,1,3,0
2,3,1,0,46198.5,15835.33333,2,2,0
2,2,1,-1,2665.333333,2455.333333,2,1,0
2,2,1,-1,799.8333333,878.8333333,1,2,0
2,3,2,1.666666667,43381.83333,1583.333333,2,0,1
1,2,2,0,48838.16667,1742,0,0,0
1,2,1,-1.833333333,76043.16667,11770,2,0,0
2,3,1,0,41317,3500,2,1,0
2,2,2,0.333333333,49546.66667,2050,1,0,0
2,5,1,1,175535.1667,6376.666667,1,1,1
2,1,2,-1.666666667,63.16666667,0,0,0,0
2,1,2,-0.833333333,9923.333333,7611,0,1,0
1,2,1,0.5,109196.6667,2358.333333,1,1,0
1,2,1,0.333333333,46974.16667,1940.833333,3,0,1
2,1,1,-0.666666667,5020.333333,3871.833333,2,1,0
1,3,2,2,174160.1667,12705.16667,1,1,0
2,1,1,-2,119.6666667,99.16666667,1,3,0
1,1,1,1,50787.66667,1600,1,0,0
1,2,2,0,34185.5,1079.5,0,0,0
2,2,1,-2,1293.833333,2060.333333,1,1,0
1,1,1,0,23842.66667,1192,1,1,0
2,1,2,-2,483.3333333,483.3333333,0,0,0
2,1,2,0,974.6666667,304.3333333,1,2,1
2,1,1,-1,9445.666667,8386.666667,2,4,0
2,1,2,-1.5,0,0,1,1,0
2,2,1,-1.666666667,3308,3070.166667,1,0,0
2,1,2,-2,19402.16667,18073.16667,1,1,0
1,2,2,1.333333333,7299.333333,500,0,0,1
1,1,2,-0.666666667,2584.666667,1921,1,3,1
2,2,1,-0.166666667,32117.33333,1802.166667,0,0,1
1,3,1,0,10752.66667,708.5,1,0,0
1,3,1,0,9422.833333,751.6666667,2,0,0
2,2,2,0.166666667,4020.333333,1528.333333,0,0,0
1,2,2,0,95165.83333,2892.5,0,0,0
1,2,1,-0.833333333,477,510.3333333,0,1,0
1,1,1,1,2753.666667,1050.666667,3,1,1
2,2,2,0.333333333,26397,1383.833333,0,0,0
2,2,1,0,4122.333333,1018.666667,1,0,0
2,2,1,0,174281.1667,7049,1,1,0
1,2,2,0.333333333,20896.83333,1247.5,1,0,0
2,1,2,-2,9646.5,7598.666667,1,1,0
2,2,2,1.333333333,25164,1098.333333,0,0,1
2,1,2,0,78956,3194.166667,0,1,0
2,2,2,-1,3249.5,3279.5,1,1,1
2,2,2,2,16518.83333,666.6666667,0,0,0
2,1,2,1,3651,314.8333333,0,0,0
2,2,2,-1.166666667,3125.833333,2902.166667,0,2,1
1,1,2,1.666666667,16998.83333,1283.333333,1,0,1
2,3,1,0,59936.16667,1758,3,0,0
1,1,2,0.5,51366.16667,4585.833333,0,0,1
2,2,1,-0.333333333,2381.666667,2052.833333,1,1,0
1,1,1,-1.666666667,8430,6583,2,2,0
2,2,1,1,32499.66667,2473.333333,1,0,1
2,2,2,-1.333333333,5972.166667,6222.166667,1,2,0
2,2,2,-0.666666667,4375,2826.666667,2,0,0
2,2,2,0,140326.1667,5466.666667,0,1,0
1,2,1,0,180416.3333,6697.5,0,1,0
1,2,2,0.666666667,3949.333333,130,3,0,0
2,1,2,0,76204.16667,13906.66667,0,3,0
2,1,2,-0.5,31974.16667,12067.16667,0,1,1
2,1,2,0,49213,3333.333333,0,1,0
2,3,2,0,166148.1667,7265.833333,1,1,0
2,2,2,0.333333333,21961.33333,1603.333333,0,0,0
2,1,2,-0.666666667,3545.333333,1492.333333,0,0,0
2,1,1,0,130073.1667,3746.666667,2,1,0
1,2,2,0,7877.833333,701,0,0,1
1,3,2,0,35983.16667,2866.666667,1,0,0
2,1,2,-1.666666667,335.6666667,462.5,1,2,1
2,3,0,0,21918.16667,659.6666667,1,0,0
2,1,2,0,37996.66667,5002.333333,0,0,0
2,2,1,0,85843.33333,4088.333333,2,0,0
2,1,2,-0.333333333,3538.333333,1978.333333,1,0,0
2,1,1,-0.5,47311.5,33582.16667,1,3,0
1,3,2,-1,396,396,2,1,0
1,1,1,5.5,33210.83333,0,1,0,1
1,1,2,0,97642.5,5536,0,1,0
2,1,1,-2,4465.666667,5820.333333,2,1,0
2,2,1,-1,1516.5,2410,3,0,0
2,3,1,0,71551.16667,2821.333333,2,0,0
1,3,2,-0.333333333,569.6666667,583.3333333,1,0,0
2,1,2,-0.166666667,11428.16667,5133.333333,0,3,0
2,1,1,-1,5193.166667,4448.666667,1,1,0
1,1,2,-0.166666667,6258.833333,1001.166667,0,0,0
2,2,2,-1.666666667,2369.5,1009.166667,1,2,0
2,2,1,-0.166666667,140773,11414.33333,0,2,0
2,2,1,0,44864.5,1689.166667,2,2,0
2,2,1,-0.166666667,1273,0,2,0,1
1,2,1,-0.666666667,26707.83333,545.1666667,1,0,1
2,2,1,-1,3194.666667,1903.166667,0,0,1
1,2,2,-0.5,2360,265,0,1,1
2,1,2,-1.5,40.16666667,276.6666667,1,1,0
2,2,2,-2,657.6666667,0,1,0,0
1,3,1,0,153618,10455.66667,2,1,0
2,2,2,-0.5,260,0,0,0,1
1,2,1,0,19368.33333,3000,1,1,0
2,1,1,-2,416.6666667,0,1,2,0
2,2,2,-1,555,572.5,0,0,0
1,2,1,-1.5,-6,0,1,2,0
1,1,2,0,31731.16667,1959.5,1,0,0
2,3,2,-1,1713.166667,1644.833333,2,1,0
2,2,2,0,86968,3190.166667,1,2,0
1,2,2,0.333333333,115384.6667,4715.833333,1,1,0
2,2,1,1.333333333,38741.5,1318.666667,1,0,0
2,1,1,-1.166666667,574.5,616.6666667,2,2,1
2,1,2,0,14535,7268.5,0,0,1
2,2,2,-1.166666667,615.3333333,258.5,0,1,0
1,2,2,-2,22489.83333,2833.333333,0,0,0
2,1,2,0,30936.66667,6182.666667,1,0,0
1,3,2,-0.5,585,260,3,0,0
2,1,1,0,26740.33333,2526.833333,1,1,0
1,2,2,-1,8715.333333,7984.166667,0,1,0
2,2,2,0,115569,4916.666667,1,1,0
2,1,2,0.833333333,271716.1667,6078.666667,2,2,0
1,2,2,0,80652.5,2787,2,1,0
1,1,2,0.333333333,46474.33333,1942.333333,0,0,1
2,1,1,-0.833333333,2113.833333,1214.666667,2,2,0
2,3,1,-1,32638.83333,21777.83333,1,2,0
2,2,1,-1.333333333,3285.5,378.3333333,2,1,0
2,2,1,0.166666667,1449.333333,58.33333333,1,0,0
1,2,1,0,81474,3454,2,1,1
2,2,2,0,43360.83333,1783.166667,0,0,1
2,2,1,0.333333333,28431.33333,2557,1,0,0
2,2,2,-1,5563.833333,5521,1,2,0
1,2,2,0,41791,1387.833333,2,3,0
2,1,2,-0.833333333,23969,20738.16667,0,2,0
2,1,2,-2,21955,8424.166667,1,2,0
1,1,1,-1,346.6666667,346.6666667,2,0,0
1,2,2,-1,1717.166667,5906.166667,0,1,1
2,2,2,-0.833333333,18846,10696.5,2,3,0
1,3,1,0,146358.3333,26372.16667,3,2,1
1,1,2,0,136413.6667,4983.333333,0,1,0
2,3,1,-1,12468,11424.16667,1,2,0
2,3,2,0,224961.5,6447.333333,0,3,0
2,1,2,0.166666667,33794.16667,2484.166667,1,0,0
2,2,1,0.666666667,183864.3333,7507.166667,0,1,0
2,1,1,-1.166666667,13433,13908.33333,2,1,0
2,3,1,-2,25020.33333,25473.5,1,0,0
2,1,2,1,13648,897.5,0,0,1
1,2,1,0,8038.833333,637.8333333,2,0,0
2,1,1,-1.5,-40,0,2,1,0
2,2,1,0,31627.83333,1833.333333,1,0,0
1,2,2,0,8450.833333,1500,1,0,1
1,2,1,0,16145.5,1115.5,2,2,0
2,1,1,-0.5,7774.666667,5943.5,0,0,0
1,2,2,-1.166666667,-240,630,0,0,0
2,2,1,0,31139,3000,0,1,0
2,3,2,-0.166666667,53236.33333,9752.166667,0,0,0
1,1,2,0,36773.16667,1852.5,0,0,0
1,1,2,0,32086.66667,19632,1,3,1
1,1,2,-1.166666667,130,1463.333333,0,0,0
2,1,2,0,13872.16667,5409.833333,1,1,0
2,2,1,0,28339.33333,877.3333333,2,0,0
2,3,1,0.333333333,195656.8333,14418,4,4,0
2,2,2,0.5,14621.5,731.8333333,0,0,0
1,2,2,-1,20327.5,475,0,0,0
2,1,1,-1.333333333,883.3333333,0,1,0,0
2,3,1,0.333333333,31157,1461,4,0,0
1,2,1,0.833333333,29158.33333,1393,1,1,0
1,3,1,0.333333333,132791.1667,5398.833333,3,1,0
1,2,2,0,47035.5,6563.666667,0,0,1
1,1,2,-0.333333333,3113.5,559.6666667,0,0,1
2,2,1,0.666666667,29815.66667,1062.5,1,0,0
1,2,1,-0.833333333,551.8333333,472.5,2,3,0
2,2,2,0,46744.16667,1671.666667,1,3,0
2,2,1,1,133898.5,5066.666667,1,0,1
2,1,1,-1.166666667,12354.66667,2346.666667,3,2,0
2,1,2,-0.833333333,17474,13275.83333,1,1,0
1,1,2,-1,760.5,732.6666667,1,2,0
2,2,2,0,109509.8333,16586.66667,0,1,0
2,1,1,-1,11287.66667,8231.333333,1,1,0
2,1,1,-0.833333333,146.6666667,521.6666667,1,1,1
2,2,1,-1,17258.66667,9324.666667,2,1,0
1,3,1,-1.833333333,8543.166667,19770.83333,1,1,0
2,2,1,0,99000,4055.5,0,0,0
2,1,1,-0.5,12320.16667,29126.33333,1,1,1
2,2,1,0,37946.33333,2002.5,3,0,0
1,1,1,0,41683.33333,2250,2,2,0
